t	norma	normb	norm
0.65	0.446607	0.410601	0.000919893
0.651	0.443433	0.407802	0.000919893
0.652	0.440274	0.405015	0.000919893
0.653	0.437131	0.402241	0.000919893
0.654	0.434003	0.399479	0.000919893
0.655	0.430891	0.39673	0.000919893
0.656	0.427795	0.393994	0.000919893
0.657	0.424714	0.39127	0.000919893
0.658	0.421649	0.388558	0.000919893
0.659	0.418599	0.385859	0.000919893
0.66	0.415564	0.383172	0.000919893
0.661	0.412545	0.380498	0.000919893
0.662	0.40954	0.377836	0.000919893
0.663	0.406551	0.375186	0.000919893
0.664	0.403577	0.372548	0.000919893
0.665	0.400618	0.369923	0.000919893
0.666	0.397674	0.36731	0.000919893
0.667	0.394745	0.364708	0.000919893
0.668	0.391831	0.362119	0.000919893
0.669	0.388931	0.359542	0.000919893
0.67	0.386047	0.356977	0.000919893
0.671	0.383177	0.354424	0.000919893
0.672	0.380322	0.351883	0.000919893
0.673	0.377481	0.349354	0.000919893
0.674	0.374655	0.346837	0.000919893
0.675	0.371843	0.344331	0.000919893
0.676	0.369046	0.341838	0.000919893
0.677	0.366263	0.339356	0.000919893
0.678	0.363495	0.336885	0.000919893
0.679	0.360741	0.334427	0.000919893
0.68	0.358001	0.33198	0.000919893
0.681	0.355275	0.329545	0.000919893
0.682	0.352564	0.327121	0.000919893
0.683	0.349866	0.324709	0.000919893
0.684	0.347183	0.322309	0.000919893
0.685	0.344513	0.319919	0.000919893
0.686	0.341858	0.317542	0.000919893
0.687	0.339216	0.315176	0.000919893
0.688	0.336588	0.312821	0.000919893
0.689	0.333974	0.310478	0.000919893
0.69	0.331373	0.308145	0.000919893
0.691	0.328787	0.305825	0.000919893
0.692	0.326214	0.303515	0.000919893
0.693	0.323655	0.301217	0.000919893
0.694	0.321108	0.29893	0.000919893
